Sector,Industry,ESG_Dimension,ESG_Topic,Materiality_Score,Is_Material
Health Care,Drug Retailers,Human Capital,Employee Engagement,2,False
Health Care,Drug Retailers,Human Capital,Diversity & Inclusion,4,True
Health Care,Drug Retailers,Business Model & Innovation,Product Design & Lifecycle,5,True
Health Care,Drug Retailers,Business Model & Innovation,Business Model Resilience,5,True
Health Care,Drug Retailers,Business Model & Innovation,Supply Chain Management,4,True
Health Care,Drug Retailers,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Health Care,Drug Retailers,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Health Care,Drug Retailers,Leadership & Governance,Business Ethics,5,True
Health Care,Drug Retailers,Leadership & Governance,Competitive Behavior,5,True
Health Care,Drug Retailers,Leadership & Governance,Regulatory Environment Management,5,True
Health Care,Drug Retailers,Leadership & Governance,Critical Incident Risk Management,5,True
Health Care,Drug Retailers,Leadership & Governance,Systemic Risk Management,5,True
Health Care,Health Care Delivery,Environment,GHG Emissions,2,False
Health Care,Health Care Delivery,Environment,Air Quality,2,False
Health Care,Health Care Delivery,Environment,Energy Management,1,False
Health Care,Health Care Delivery,Environment,Water & Wastewater Management,1,False
Health Care,Health Care Delivery,Environment,Waste & Hazardous Materials,2,False
Health Care,Health Care Delivery,Environment,Ecological Impacts,2,False
Health Care,Health Care Delivery,Social Capital,Human Rights & Community Relations,4,True
Health Care,Health Care Delivery,Social Capital,Customer Privacy,5,True
Health Care,Health Care Delivery,Social Capital,Data Security,5,True
Health Care,Health Care Delivery,Social Capital,Access & Affordability,5,True
Health Care,Health Care Delivery,Social Capital,Product Quality & Safety,5,True
Health Care,Health Care Delivery,Social Capital,Customer Welfare,5,True
Health Care,Health Care Delivery,Social Capital,Selling Practices & Product Labeling,5,True
Health Care,Health Care Delivery,Human Capital,Labor Practices,2,False
Health Care,Health Care Delivery,Human Capital,Employee Health & Safety,3,True
Health Care,Health Care Delivery,Human Capital,Employee Engagement,3,True
Health Care,Health Care Delivery,Human Capital,Diversity & Inclusion,2,False
Health Care,Health Care Delivery,Business Model & Innovation,Product Design & Lifecycle,4,True
Health Care,Health Care Delivery,Business Model & Innovation,Business Model Resilience,3,True
Health Care,Health Care Delivery,Business Model & Innovation,Supply Chain Management,4,True
Health Care,Health Care Delivery,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Health Care,Health Care Delivery,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Health Care,Health Care Delivery,Leadership & Governance,Business Ethics,5,True
Health Care,Health Care Delivery,Leadership & Governance,Competitive Behavior,5,True
Health Care,Health Care Delivery,Leadership & Governance,Regulatory Environment Management,5,True
Health Care,Health Care Delivery,Leadership & Governance,Critical Incident Risk Management,5,True
Health Care,Health Care Delivery,Leadership & Governance,Systemic Risk Management,5,True
Health Care,Health Care Distributors,Environment,GHG Emissions,1,False
Health Care,Health Care Distributors,Environment,Air Quality,3,True
Health Care,Health Care Distributors,Environment,Energy Management,1,False
Health Care,Health Care Distributors,Environment,Water & Wastewater Management,1,False
Health Care,Health Care Distributors,Environment,Waste & Hazardous Materials,1,False
Health Care,Health Care Distributors,Environment,Ecological Impacts,3,True
Health Care,Health Care Distributors,Social Capital,Human Rights & Community Relations,5,True
Health Care,Health Care Distributors,Social Capital,Customer Privacy,5,True
Health Care,Health Care Distributors,Social Capital,Data Security,5,True
Health Care,Health Care Distributors,Social Capital,Access & Affordability,4,True
Health Care,Health Care Distributors,Social Capital,Product Quality & Safety,5,True
Health Care,Health Care Distributors,Social Capital,Customer Welfare,5,True
Health Care,Health Care Distributors,Social Capital,Selling Practices & Product Labeling,5,True
Health Care,Health Care Distributors,Human Capital,Labor Practices,4,True
Health Care,Health Care Distributors,Human Capital,Employee Health & Safety,3,True
Health Care,Health Care Distributors,Human Capital,Employee Engagement,3,True
Health Care,Health Care Distributors,Human Capital,Diversity & Inclusion,2,False
Health Care,Health Care Distributors,Business Model & Innovation,Product Design & Lifecycle,3,True
Health Care,Health Care Distributors,Business Model & Innovation,Business Model Resilience,4,True
Health Care,Health Care Distributors,Business Model & Innovation,Supply Chain Management,3,True
Health Care,Health Care Distributors,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Health Care,Health Care Distributors,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Health Care,Health Care Distributors,Leadership & Governance,Business Ethics,4,True
Health Care,Health Care Distributors,Leadership & Governance,Competitive Behavior,5,True
Health Care,Health Care Distributors,Leadership & Governance,Regulatory Environment Management,5,True
Health Care,Health Care Distributors,Leadership & Governance,Critical Incident Risk Management,5,True
Health Care,Health Care Distributors,Leadership & Governance,Systemic Risk Management,5,True
Health Care,Managed Care,Environment,GHG Emissions,2,False
Health Care,Managed Care,Environment,Air Quality,3,True
Health Care,Managed Care,Environment,Energy Management,3,True
Health Care,Managed Care,Environment,Water & Wastewater Management,2,False
Health Care,Managed Care,Environment,Waste & Hazardous Materials,2,False
Health Care,Managed Care,Environment,Ecological Impacts,3,True
Health Care,Managed Care,Social Capital,Human Rights & Community Relations,5,True
Health Care,Managed Care,Social Capital,Customer Privacy,5,True
Health Care,Managed Care,Social Capital,Data Security,5,True
Health Care,Managed Care,Social Capital,Access & Affordability,5,True
Health Care,Managed Care,Social Capital,Product Quality & Safety,5,True
Health Care,Managed Care,Social Capital,Customer Welfare,5,True
Health Care,Managed Care,Social Capital,Selling Practices & Product Labeling,5,True
Health Care,Managed Care,Human Capital,Labor Practices,3,True
Health Care,Managed Care,Human Capital,Employee Health & Safety,2,False
Health Care,Managed Care,Human Capital,Employee Engagement,2,False
Health Care,Managed Care,Human Capital,Diversity & Inclusion,4,True
Health Care,Managed Care,Business Model & Innovation,Product Design & Lifecycle,3,True
Health Care,Managed Care,Business Model & Innovation,Business Model Resilience,4,True
Health Care,Managed Care,Business Model & Innovation,Supply Chain Management,3,True
Health Care,Managed Care,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Health Care,Managed Care,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Health Care,Managed Care,Leadership & Governance,Business Ethics,5,True
Health Care,Managed Care,Leadership & Governance,Competitive Behavior,4,True
Health Care,Managed Care,Leadership & Governance,Regulatory Environment Management,4,True
Health Care,Managed Care,Leadership & Governance,Critical Incident Risk Management,4,True
Health Care,Managed Care,Leadership & Governance,Systemic Risk Management,5,True
Health Care,Medical Equipment & Supplies,Environment,GHG Emissions,2,False
Health Care,Medical Equipment & Supplies,Environment,Air Quality,2,False
Health Care,Medical Equipment & Supplies,Environment,Energy Management,3,True
Health Care,Medical Equipment & Supplies,Environment,Water & Wastewater Management,3,True
Health Care,Medical Equipment & Supplies,Environment,Waste & Hazardous Materials,3,True
Health Care,Medical Equipment & Supplies,Environment,Ecological Impacts,3,True
Health Care,Medical Equipment & Supplies,Social Capital,Human Rights & Community Relations,5,True
Health Care,Medical Equipment & Supplies,Social Capital,Customer Privacy,4,True
Health Care,Medical Equipment & Supplies,Social Capital,Data Security,4,True
Health Care,Medical Equipment & Supplies,Social Capital,Access & Affordability,5,True
Health Care,Medical Equipment & Supplies,Social Capital,Product Quality & Safety,4,True
Health Care,Medical Equipment & Supplies,Social Capital,Customer Welfare,5,True
Health Care,Medical Equipment & Supplies,Social Capital,Selling Practices & Product Labeling,4,True
Health Care,Medical Equipment & Supplies,Human Capital,Labor Practices,3,True
Health Care,Medical Equipment & Supplies,Human Capital,Employee Health & Safety,2,False
Health Care,Medical Equipment & Supplies,Human Capital,Employee Engagement,4,True
Health Care,Medical Equipment & Supplies,Human Capital,Diversity & Inclusion,4,True
Health Care,Medical Equipment & Supplies,Business Model & Innovation,Product Design & Lifecycle,3,True
Health Care,Medical Equipment & Supplies,Business Model & Innovation,Business Model Resilience,4,True
Health Care,Medical Equipment & Supplies,Business Model & Innovation,Supply Chain Management,3,True
Health Care,Medical Equipment & Supplies,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Health Care,Medical Equipment & Supplies,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Health Care,Medical Equipment & Supplies,Leadership & Governance,Business Ethics,5,True
Health Care,Medical Equipment & Supplies,Leadership & Governance,Competitive Behavior,5,True
Health Care,Medical Equipment & Supplies,Leadership & Governance,Regulatory Environment Management,4,True
Health Care,Medical Equipment & Supplies,Leadership & Governance,Critical Incident Risk Management,5,True
Health Care,Medical Equipment & Supplies,Leadership & Governance,Systemic Risk Management,5,True
Infrastructure,Electric Utilities & Power Generators,Environment,GHG Emissions,4,True
Infrastructure,Electric Utilities & Power Generators,Environment,Air Quality,4,True
Infrastructure,Electric Utilities & Power Generators,Environment,Energy Management,5,True
Infrastructure,Electric Utilities & Power Generators,Environment,Water & Wastewater Management,5,True
Infrastructure,Electric Utilities & Power Generators,Environment,Waste & Hazardous Materials,5,True
Infrastructure,Electric Utilities & Power Generators,Environment,Ecological Impacts,5,True
Infrastructure,Electric Utilities & Power Generators,Social Capital,Human Rights & Community Relations,3,True
Infrastructure,Electric Utilities & Power Generators,Social Capital,Customer Privacy,3,True
Infrastructure,Electric Utilities & Power Generators,Social Capital,Data Security,2,False
Infrastructure,Electric Utilities & Power Generators,Social Capital,Access & Affordability,2,False
Infrastructure,Electric Utilities & Power Generators,Social Capital,Product Quality & Safety,3,True
Infrastructure,Electric Utilities & Power Generators,Social Capital,Customer Welfare,3,True
Infrastructure,Electric Utilities & Power Generators,Social Capital,Selling Practices & Product Labeling,2,False
Infrastructure,Electric Utilities & Power Generators,Human Capital,Labor Practices,3,True
Infrastructure,Electric Utilities & Power Generators,Human Capital,Employee Health & Safety,4,True
Infrastructure,Electric Utilities & Power Generators,Human Capital,Employee Engagement,4,True
Infrastructure,Electric Utilities & Power Generators,Human Capital,Diversity & Inclusion,3,True
Infrastructure,Electric Utilities & Power Generators,Business Model & Innovation,Product Design & Lifecycle,4,True
Infrastructure,Electric Utilities & Power Generators,Business Model & Innovation,Business Model Resilience,4,True
Infrastructure,Electric Utilities & Power Generators,Business Model & Innovation,Supply Chain Management,4,True
Infrastructure,Electric Utilities & Power Generators,Business Model & Innovation,Materials Sourcing & Efficiency,2,False
Infrastructure,Electric Utilities & Power Generators,Business Model & Innovation,Physical Impacts of Climate Change,2,False
Infrastructure,Electric Utilities & Power Generators,Leadership & Governance,Business Ethics,3,True
Infrastructure,Electric Utilities & Power Generators,Leadership & Governance,Competitive Behavior,5,True
Infrastructure,Electric Utilities & Power Generators,Leadership & Governance,Regulatory Environment Management,4,True
Infrastructure,Electric Utilities & Power Generators,Leadership & Governance,Critical Incident Risk Management,3,True
Infrastructure,Electric Utilities & Power Generators,Leadership & Governance,Systemic Risk Management,3,True
Infrastructure,Engineering & Construction,Environment,GHG Emissions,4,True
Infrastructure,Engineering & Construction,Environment,Air Quality,5,True
Infrastructure,Engineering & Construction,Environment,Energy Management,5,True
Infrastructure,Engineering & Construction,Environment,Water & Wastewater Management,5,True
Infrastructure,Engineering & Construction,Environment,Waste & Hazardous Materials,5,True
Infrastructure,Engineering & Construction,Environment,Ecological Impacts,5,True
Infrastructure,Engineering & Construction,Social Capital,Human Rights & Community Relations,2,False
Infrastructure,Engineering & Construction,Social Capital,Customer Privacy,4,True
